,TCGA-E1-5319,TCGA-CS-6668,TCGA-IK-7675
ENST00000285928,0.04,0.1,0.11
ENST00000404366,13.07,13.87,4.66
ENST00000418389,0.73,0.41,0.95
ENST00000543750,0.04,0,0
ENST00000428459,0.12,0.34,0.46
ENST00000300456,12.69,10.37,5.97
ENST00000485876,1.75,3.83,4.13
ENST00000305139,0,0.01,0
ENST00000466678,5.07,4.11,1.26
ENST00000306448,0.28,0.31,0.09
ENST00000407043,0.14,0.13,0.04
ENST00000404098,2.14,1.6,2.87
ENST00000367915,0.09,0.86,0.54
ENST00000367913,0.31,0.77,0.92
ENST00000360584,1.5,0.72,0.86
ENST00000423081,0,0.12,0.11
ENST00000561569,2.58,2.07,2.52
ENST00000561561,0,0,0
ENST00000415049,0.05,0.1,0.04
ENST00000301141,0.18,1.13,0.19
ENST00000595530,4.39,4.46,7.73
ENST00000301149,3.66,7.22,2.19
ENST00000450296,0,0,0
ENST00000524995,0,0,0.14
ENST00000261797,23.85,27.99,13.15
ENST00000360057,1.47,0.67,1.58
ENST00000560616,0,0,0
ENST00000565221,0,0.02,0
ENST00000560611,1.84,6.64,2.48
ENST00000484142,0,0,0
ENST00000462294,0,0,0
ENST00000581894,0.24,0.01,0
ENST00000581895,0,0,0
ENST00000423337,0,0,0
ENST00000453782,0,0,0
ENST00000578522,0,0,0
ENST00000572851,0.99,0.91,1.56
ENST00000452542,0,0,0.06
ENST00000414237,0,0.19,1.5
ENST00000561697,0,0,0
ENST00000549128,10.02,6.19,7.57
ENST00000567596,0,0,0.11
ENST00000373156,21.28,17.15,3.17
ENST00000539208,0.19,0.91,0.21
ENST00000509205,0,0.18,0
ENST00000509756,2.26,3.41,2.32
ENST00000333590,1.58,1.04,1.6
ENST00000569879,0,0,0
ENST00000455001,0,0,0
ENST00000370163,0.19,0.17,0.41
ENST00000370161,1.79,1.05,2.57
ENST00000450036,1.9,4.75,3.21
ENST00000370165,0,0,0
ENST00000455008,0.54,0.78,0.88
ENST00000450038,0,0.43,0.34
ENST00000445195,0,0,0
ENST00000526592,0.51,0.85,2.05
ENST00000458688,0,0,0
ENST00000449878,0,0,0
ENST00000549872,1.73,0,1.33
ENST00000518718,0,0,0
ENST00000558772,0,0.05,0.03
ENST00000518717,1.18,2.08,2.19
ENST00000471362,0,0.15,0
ENST00000558775,0,0,0
ENST00000275605,0,1.79,7.07
ENST00000464522,0,0,0
ENST00000553924,0,0,0
ENST00000530908,4.35,0.73,0.93
ENST00000421012,0,0,0
ENST00000303892,96.38,46.96,100.81
ENST00000438590,0.09,0.04,0
ENST00000243501,9.66,12.96,7.93
ENST00000477073,0.33,0.26,0.44
ENST00000371740,0.75,1.42,0.26
ENST00000312726,64.11,43.08,60.36
ENST00000531364,0,0,0
ENST00000238477,2.7,2.19,3.57
ENST00000599029,0.15,0.11,0.33
ENST00000434726,0.22,0,0
ENST00000413054,0.05,0.32,0
ENST00000433750,0.28,0.61,0.08
ENST00000573078,0.86,1.68,2.9
ENST00000372208,0.08,0.12,0.17
ENST00000345913,0,0,0
ENST00000546459,0,0,0
ENST00000354147,0.12,0,0
ENST00000606142,33.92,28.89,33.88
ENST00000484524,0.13,0.3,0.25
ENST00000548610,0,0,0
ENST00000505202,0.64,0.68,0.34
ENST00000591238,0,0,0
ENST00000350303,4.67,3.7,6.26
ENST00000517776,0,0,0.08
ENST00000572473,0.04,0,0
ENST00000495376,0.26,0.22,0.27
ENST00000401419,0,0.61,0
ENST00000443742,0.22,0,0
ENST00000238618,1.65,1.1,7.47
ENST00000576599,0.16,0.18,0.13
ENST00000491855,8.27,0.53,0.09
ENST00000271857,0.73,1.23,0.57
ENST00000429484,0.07,0.19,0.03
ENST00000470418,0,0.18,0
ENST00000538577,0,0,0
ENST00000538576,0.06,0,0.05
ENST00000470411,0.27,0.45,0.53
ENST00000420764,0.34,1.96,1.02
ENST00000420761,0.22,0,0.16
ENST00000473209,0,0,0
ENST00000439645,0,0.07,0
ENST00000311459,5.56,6.11,10.3
ENST00000013222,0.58,0.59,0.67
ENST00000594465,0,0.02,0
ENST00000582222,0.3,0.46,0.51
ENST00000530019,0.82,0.25,0.24
ENST00000566503,0,0.15,0
ENST00000371588,9.71,11.28,18.22
ENST00000430221,0,0,0
ENST00000564615,0.06,0.27,0.24
ENST00000517603,46.06,31.3,19.39
ENST00000395138,0.26,0.78,1.51
ENST00000168216,64.87,46.05,53.56
ENST00000521473,0.1,0,0
ENST00000524230,1.93,7.37,0.86
ENST00000417289,0,0,0
ENST00000590013,0,0,0
ENST00000428682,0,0,0.09
ENST00000264914,3.83,5.43,2.03
ENST00000264917,9.11,11.66,1.79
ENST00000261892,0.3,0.44,0.51
ENST00000314392,17.74,18.76,20.08
ENST00000506402,0,0,0
ENST00000544365,0.17,0.13,0.26
ENST00000506788,0,0,0.01
ENST00000375262,0,0,0
ENST00000375263,0.23,0.09,0.7
ENST00000375261,0,0.05,0
ENST00000411974,0,0,0
ENST00000309575,6,2.05,10.74
ENST00000417753,0.01,0,0
ENST00000341116,0,0.28,0.11
ENST00000565054,0,0.02,0.06
ENST00000351328,47.98,58.49,52.81
ENST00000252486,2194.92,345.19,2918.02
ENST00000575129,0,0,0
ENST00000554846,0,0,0
ENST00000281182,16.13,16.03,12.6
ENST00000575120,26.15,9.76,10.33
ENST00000457250,0,0,0
ENST00000586542,0.81,0.63,0.46
ENST00000586545,0.07,0.02,0.03
ENST00000512659,2.54,2.91,3.11
ENST00000489711,10.15,3.78,20.71
ENST00000529256,0.01,0.04,0.2
ENST00000489715,4.17,9.63,6.7
ENST00000455876,0,0.06,0
ENST00000367054,0,0,0
ENST00000367055,15.06,3.08,5.46
ENST00000528021,0.32,0.56,0.4
ENST00000480143,0,0,0
ENST00000485460,0,0,0.34
ENST00000433118,0.99,1.58,1.7
ENST00000546930,0.08,0.08,0.03
ENST00000436472,0,0,0
ENST00000592144,0.1,0,0
ENST00000592141,0.23,0.05,0.29
ENST00000196371,19.39,17.56,23.25
ENST00000557821,0,0.51,0.45
ENST00000557826,1.83,2.58,2.76
ENST00000381175,0,0,0
ENST00000334828,193.95,141.87,110.92
ENST00000568613,0.04,0.43,0.33
ENST00000534716,0.6,1.21,0.9
ENST00000534715,0,0,0.04
ENST00000381178,0,0,0
ENST00000372589,0.04,0.04,0.06
ENST00000361060,5.05,9.21,8.82
ENST00000539433,0.2,0,0.26
ENST00000438650,1.23,0,0.84
ENST00000592327,0.26,0.54,0
ENST00000592324,0.26,1.2,0.45
ENST00000561220,0,0.02,0.08
ENST00000551170,0,0,0
ENST00000551171,0,0,0.09
ENST00000551177,0.33,0.01,0
ENST00000335440,0,0,0
ENST00000371175,0,0,0
ENST00000529645,0,0,0.08
ENST00000540196,0,0,0.03
ENST00000525660,0.07,0.59,0.35
ENST00000412480,0.05,0.09,0
ENST00000486847,0,0,0
ENST00000418175,0,0,0
ENST00000509430,5.42,5.54,3.43
ENST00000297679,1.9,1.04,4.81
ENST00000488990,0.12,0.59,0.35
ENST00000579821,0.94,0.46,1.93
ENST00000545482,0,0,0
ENST00000455059,0.26,0.61,0.3
ENST00000546664,0,0,0
ENST00000359276,1.82,3.53,2.52
ENST00000528803,0,0,0
ENST00000505920,0.65,1.12,1.6
ENST00000402868,3.26,3.7,5.29
ENST00000505926,0,0.03,0
ENST00000447926,0,0.03,0
ENST00000447929,1.67,3.87,3.23
ENST00000519380,0,0.38,0.78
ENST00000540443,0,0,0
ENST00000580672,0,0,0
ENST00000509698,36.93,28.43,35.45
ENST00000510712,0,0,0
ENST00000544570,0,0,0
ENST00000545848,0,0,0
ENST00000582811,0,0,0.02
ENST00000531993,0,0,0
ENST00000588118,0,0,0
ENST00000515567,0,0.11,0.05
ENST00000494103,0,0,0
ENST00000589792,0,0,0
ENST00000267950,17.12,9.26,16.6
ENST00000526780,0.58,0,0.15
ENST00000412227,1.17,0.96,1.6
ENST00000538749,1.62,0.64,0.27
ENST00000403593,15.83,7.5,7.79
ENST00000377632,0,0,0
ENST00000377634,0,0,0
ENST00000378364,21.83,20.68,19.6
ENST00000319285,11.93,23.03,16.18
ENST00000395728,4.35,7.04,3.15
ENST00000572047,1.02,3.88,0.55
ENST00000521925,0.25,0.03,0
ENST00000521928,0,0,0
ENST00000424999,0,0,0
ENST00000455276,0,0,0.02
ENST00000518384,3.29,5.84,4.29
ENST00000389970,0,0,0
ENST00000233627,25.49,19.89,17.67
ENST00000604217,0,0,0
ENST00000545621,0.67,0.51,0.55
ENST00000551281,0,0,0
ENST00000602115,0,0,0
ENST00000337755,0.65,0.89,1.51
ENST00000535295,0,0,0
ENST00000439254,0,0,0
ENST00000450838,0.27,0.39,0.34
ENST00000566834,0,0,0
ENST00000344644,0,0,0
ENST00000549489,0,0,0
ENST00000401885,0.3,0,0
ENST00000396589,0,0,0
ENST00000418880,0.03,0.16,0
ENST00000553023,7.1,11.16,11.38
ENST00000376588,92.29,69.59,225.73
ENST00000554035,0.06,0,0
ENST00000520781,0,0,0
ENST00000376583,0.58,0.95,0.27
ENST00000589426,0.68,0.55,1.66
ENST00000424217,0,0.48,0
ENST00000427746,0.06,0.84,0.61
ENST00000482173,0,0,0
ENST00000487418,3.88,11.4,9.31
ENST00000551772,0,0,0.05
ENST00000394162,0.42,0.76,0
ENST00000272117,39.1,11.76,63.06
ENST00000468090,0.11,0.04,0.16
ENST00000455662,2.17,2.71,2.35
ENST00000368875,0.35,2.52,0.97
ENST00000368874,1.06,1.4,0.92
ENST00000434222,0.69,2.32,6.87
ENST00000368876,0.58,0.19,0.54
ENST00000368873,18.95,22.98,18.81
ENST00000368872,5.06,11.22,8.18
ENST00000372070,4.35,6.21,4.11
ENST00000371207,1.25,0.95,1.14
ENST00000433924,0.05,0.09,0.05
ENST00000372079,0,0,0
ENST00000286890,0,0,0
ENST00000416836,0.03,0,0
ENST00000263556,0.52,0.83,1.69
ENST00000265523,28.17,35.42,11.03
ENST00000460774,0,0,0
ENST00000394186,53.12,35,89.46
ENST00000513336,4.29,0,2.17
ENST00000590755,0,0,0.03
ENST00000588623,0.87,1.45,1.16
ENST00000431076,0.25,0.47,0.42
ENST00000587798,0,0.06,0.03
ENST00000471549,0,0,0
ENST00000571024,6.74,4.61,13.03
ENST00000574505,0,0,0
ENST00000446096,0.06,0,0
ENST00000354947,7.67,4.21,18.79
ENST00000539999,0,0,0
ENST00000354940,0.18,0.66,0.24
ENST00000240285,1.71,1.89,2.88
ENST00000410103,0.93,0.89,0.51
ENST00000552881,0.16,0,0.24
ENST00000330807,0.14,0,0
ENST00000507375,0.16,0.18,0.11
ENST00000411988,0.02,0,0.02
ENST00000568281,0,0,0
ENST00000543737,0,0.01,0.02
ENST00000446544,4.98,4.53,5.28
ENST00000456311,0.83,1.18,1.72
ENST00000456864,0,0.15,0.25
ENST00000456869,0,0,0
ENST00000560667,3.8,6.04,6.19
ENST00000435179,0.06,0,0
ENST00000559973,0.39,0,0.13
ENST00000447156,0,0,0
ENST00000412265,4.13,5.61,6.48
ENST00000444498,0.1,0.25,0.24
ENST00000525200,0.35,0.73,0.76
ENST00000446405,0.03,0,0.38
ENST00000426162,0.18,0.16,0.19
ENST00000543081,0,0,0
ENST00000357797,0,0.29,0.24
ENST00000569885,0.47,0.89,0.54
ENST00000580189,0,0,0
ENST00000497673,0.01,0.03,0
ENST00000533123,0,0,0.05
ENST00000508645,0.06,0,0.14
ENST00000339570,3.06,3.52,5.63
ENST00000380342,0.73,0.73,1.11
ENST00000379775,12.04,5.15,38.2
ENST00000379806,0,0.2,0
ENST00000379804,8.56,6.41,14.36
ENST00000379805,1.78,3.56,5.28
ENST00000381346,24.84,21.31,54.22
ENST00000562859,0.24,0.15,0.4
ENST00000369799,141.18,45.74,348.22
ENST00000375116,0.02,0,0
ENST00000375111,0,0,0
ENST00000575826,2.55,3.65,5.04
ENST00000503506,3.81,5.12,1.54
ENST00000560031,0.53,0.28,0.43
ENST00000247933,1.51,3.66,1.71
ENST00000399002,0.6,0.43,0.72
ENST00000343674,0.08,0,0
ENST00000548852,0.04,0.43,0.05
ENST00000306465,4.66,3.81,8.96
ENST00000509778,0,0,0
ENST00000549106,0.36,0,0.13
ENST00000455060,2.76,1.88,1.61
ENST00000307227,17.42,20.6,20.63
ENST00000509777,0.07,0.09,0.02
ENST00000455064,0.02,0.02,0.06
ENST00000433326,0,0,0.01
ENST00000511654,0,0,0
ENST00000529784,0.04,0.04,0
ENST00000432336,0.29,0.43,0.89
ENST00000529788,0,0.09,0
ENST00000588875,39.91,24.26,30.61
ENST00000588304,0,0,0.18
ENST00000558022,0,0,0
ENST00000587048,0.06,0.09,0.23
ENST00000527958,36.09,32.77,17.19
ENST00000469715,0.28,0.32,0.32
ENST00000503997,0.1,0.35,1.07
ENST00000581428,0.03,0.11,0
ENST00000361302,0,0.12,0.11
ENST00000470772,1.83,1.76,0.25
ENST00000589654,0,0,0.07
ENST00000268695,3.85,3.25,3.08
ENST00000526311,0,0.1,0
ENST00000218006,0.01,0.01,0.07
ENST00000371724,0,0,0
ENST00000398356,0,0,0
ENST00000218008,0,0,0
ENST00000418964,0,0,0
ENST00000418967,0.6,0.16,5.89
ENST00000413079,1.29,0.85,5.85
ENST00000531383,5.94,0.8,1.62
ENST00000409467,0,0,0
ENST00000409463,0,0,0
ENST00000378641,4.15,4.97,4.16
ENST00000494598,0.08,0.02,0.02
ENST00000351829,26.18,17.5,31.86
ENST00000451761,0,0,0
ENST00000421294,0.41,0.75,0.33
ENST00000378670,36.22,18.53,19.59
ENST00000416645,0.59,0.21,0.58
ENST00000584797,0,0,0
ENST00000419619,0.04,0,0
ENST00000346916,0.29,0.22,0.39
ENST00000574884,0.05,0.08,0.13
ENST00000492433,5.18,13.82,10.03
ENST00000496334,0,0,0
ENST00000456084,0,0,0
ENST00000414869,0.99,2.3,1.33
ENST00000552509,0.02,0,0
ENST00000285518,29.98,33.68,31.23
ENST00000428518,0,0,0
ENST00000580331,0,0.04,0.04
ENST00000428517,0.04,0.06,0.03
ENST00000553277,0.02,0.03,0.01
ENST00000446398,0.29,0.09,0.23
ENST00000591960,0.9,1.65,1.21
ENST00000546047,0.15,0.89,1.37
ENST00000263967,9.35,11.18,5.09
ENST00000409934,0.5,0.38,0.08
ENST00000505698,2.55,5.25,5.7
ENST00000505699,0.18,0.04,0.18
ENST00000564633,0.24,0.08,0
ENST00000460540,0,0,0.07
ENST00000352297,2.29,6.15,5.67
ENST00000425141,0.05,0.27,0.03
ENST00000406354,1.03,0.54,0.26
ENST00000440650,0,0,0
ENST00000325945,0,0,0.04
ENST00000594991,0.12,0.06,0.16
ENST00000594220,0.08,0,0.24
ENST00000263611,0,0,0
ENST00000462942,0.32,0.44,0.5
ENST00000258145,10.95,14.97,11.19
ENST00000506765,0.44,0.27,0.91
ENST00000484127,0,0,0
ENST00000337943,0.47,1.4,1.17
ENST00000309519,4.45,8,9.39
ENST00000525783,0,0,0
ENST00000336097,3.85,9.05,12.72
ENST00000367201,1.32,0.38,0.6
ENST00000559503,0.07,0,0.06
ENST00000506105,0,0,0
ENST00000228318,0.14,0.32,0
ENST00000551526,0,0,0
ENST00000529276,0.06,0.2,0.1
ENST00000512630,0.02,0,0
ENST00000542638,0.3,0,0.2
ENST00000394246,0.75,0.04,0.16
ENST00000525566,0.14,0,0
ENST00000426377,0,0,0
ENST00000539387,3.73,1.34,4.82
ENST00000534805,1.29,4.2,1.16
ENST00000436454,0,0.08,0.03
ENST00000436453,0.71,0.37,0.14
ENST00000513903,3.13,2.63,1.23
ENST00000380756,0.05,0.33,0.26
ENST00000380752,28.53,27.01,21.93
ENST00000432523,0,0,0
ENST00000449356,0,0,0
ENST00000372874,5.89,3.5,2.65
ENST00000372870,0.17,0.15,0.19
ENST00000415617,0.22,0,0.62
ENST00000264595,8.2,8.15,2.08
ENST00000563622,0,0.7,2.12
ENST00000596591,0,0,0.14
ENST00000023064,0,0,0.09
ENST00000534733,0.04,0,0.03
ENST00000360689,0.97,0.84,1.31
ENST00000342115,3.07,10.07,7.12
ENST00000586566,0,0,0
ENST00000216075,0,0,0
ENST00000592699,0.06,0,0.18
ENST00000320665,0,0,0
ENST00000414527,0,0,0.06
ENST00000538839,2.7,1.81,12.8
ENST00000335312,11.1,13.99,13.85
ENST00000529663,0,0,0
ENST00000201963,0,0,0
ENST00000371113,5.87,3.73,10.66
ENST00000444531,0,0,0
ENST00000397746,0,0,0.17
ENST00000397743,0.01,0,0
ENST00000587214,0,0,0
ENST00000451957,0,0.05,0
ENST00000221797,0,0,0
ENST00000574278,0.02,0,0
ENST00000397748,0,0,0.03
ENST00000509901,0.05,0,0
ENST00000488464,0,0.2,0.13
ENST00000017003,4.89,6.69,6.77
ENST00000546609,0,0,0.06
ENST00000494742,0,0,0
ENST00000374992,0,0,0
ENST00000548444,0.11,0.03,0.13
ENST00000519410,0.08,0.15,0.14
ENST00000595470,6.5,7.35,17
ENST00000398292,5.29,0.93,2.54
ENST00000437329,0.46,0.27,0.55
ENST00000453593,0,0,0
ENST00000473763,0,0,0.02
ENST00000261615,0.11,0.05,0.11
ENST00000544554,0.87,0,0.2
ENST00000435437,0.17,0.22,0.16
ENST00000536656,0.07,0.03,0.11
ENST00000011989,0,0,0.02
ENST00000313936,0,0.38,0.16
ENST00000514106,0.26,0,0.14
ENST00000530556,0,0,0
ENST00000422495,0,0.06,0.02
ENST00000538763,0,2.56,0.23
ENST00000448604,0.03,0.22,0
ENST00000425728,5.02,3.59,4.83
ENST00000392841,0.02,0.15,0.46
ENST00000392845,2.21,1.72,3.31
ENST00000599778,0,0.07,0
ENST00000469224,6.71,5.71,6.34
ENST00000510015,0,0,0
ENST00000538498,0,0.5,0.12
ENST00000361739,8059.67,4877.12,9541.34
ENST00000286355,1.63,0.65,0.05
ENST00000399813,11.91,6.29,2.67
ENST00000572022,0,0,0
ENST00000547956,0.02,0,0
ENST00000321757,24.65,23.18,10.29
ENST00000483994,40.98,24.94,66.69
ENST00000465426,0,0,0
ENST00000483993,1.17,0.39,2.64
ENST00000370390,0,0,0.03
ENST00000439698,0,0,0.08
ENST00000302539,2.88,3.1,0.52
ENST00000469364,0.54,1.46,0.39
ENST00000528643,2.83,0.35,1.06
ENST00000448821,0.65,0.23,0.34
ENST00000351513,0.06,0.05,0.1
ENST00000448531,0,0,0
ENST00000448828,10.99,19.8,15.51
ENST00000448287,0,0.26,0.38
ENST00000258403,0.5,1.11,0.65
ENST00000550465,0,0,0
ENST00000492353,0,0,0
ENST00000586024,0,0,0
ENST00000450814,0,0,0
ENST00000417181,0.23,0.49,0.51
ENST00000315144,8.8,9.31,9.89
ENST00000289153,0,0.42,0
ENST00000504424,0.13,0.06,0.08
ENST00000355527,40.32,25.59,13.2
ENST00000237653,0,0,0
ENST00000434143,0.39,3.49,1.37
ENST00000471112,0.11,0,0
ENST00000473607,0.06,0.02,0.04
ENST00000539010,0,0,0
ENST00000520010,0,0,0
ENST00000435894,1.12,1.65,1.55
ENST00000586799,0,0,0
ENST00000529066,0.04,0,0
ENST00000529064,0.63,0,0.44
ENST00000425947,0.32,0.65,0.68
ENST00000392339,0,0,0.15
ENST00000368890,0.27,0.07,0.18
ENST00000392333,0,0,0
ENST00000392332,1.02,0.99,0.52
ENST00000418754,0,0,0
ENST00000396659,41.01,5.79,64.83
ENST00000520271,1.92,1.83,5.12
ENST00000591572,0.23,0,0.11
ENST00000376705,0.09,0.2,0.19
ENST00000577026,0,0.06,0
ENST00000398238,21.8,32.53,18.82
ENST00000529047,5.1,0.92,1.39
ENST00000336425,0.83,0.43,0.58
ENST00000587772,0,0,0
ENST00000349334,1.97,0.48,0.13
ENST00000357345,0,0,0
ENST00000595863,0,0,0
ENST00000589918,0,0.13,0
ENST00000543479,1.68,1.4,0.38
ENST00000476462,1.16,1,1.48
ENST00000442468,0.02,0.01,0.01
ENST00000487473,0,0,0
ENST00000521275,0.12,0.11,0.1
ENST00000507423,1.34,3.42,0.18
ENST00000418555,0.57,0.94,0.56
ENST00000423371,0.07,0.07,0
ENST00000428707,0.26,0.45,0.61
ENST00000446569,0,0,0
ENST00000520904,0.21,0,0.25
ENST00000273550,898.44,299.28,514.67
ENST00000435153,0.43,0,0.1
ENST00000269195,15.3,16.27,37.19
ENST00000435154,1.94,3.04,0.55
ENST00000375549,57.62,34.88,71.69
ENST00000368399,0.39,0.94,1.25
ENST00000464265,0.37,0.14,0.23
ENST00000487695,1.97,2.46,0.08
ENST00000513223,0,0,0
ENST00000414061,0.64,0.23,0.36
ENST00000414062,0.26,1.55,1.19
ENST00000521052,0,0,0
ENST00000465506,1.34,2.02,1.68
ENST00000366535,10.55,9.12,13.85
ENST00000296202,0.25,0,0
ENST00000368797,15.87,21.29,13.64
ENST00000360273,5.73,8.43,5.54
ENST00000360271,4.9,3.07,1.98
ENST00000565154,0.33,0.83,0.68
ENST00000280605,0.01,0.03,0.02
ENST00000560438,0,0.02,0
ENST00000564546,5.07,2.07,2.67
ENST00000564545,0.04,0.06,0.04
ENST00000564544,11.42,14.2,7.1
ENST00000423516,41.94,61.76,32.06
ENST00000378331,1.96,3.88,5.06
ENST00000399246,0.43,0.94,1.19
ENST00000442286,1.56,0.62,2.18
ENST00000570319,0.14,0.06,0.35
ENST00000569718,0.14,0.05,0.07
ENST00000405188,0.02,0,0
ENST00000414204,0.9,0.44,0.66
ENST00000526809,0,0,0.03
ENST00000598259,0.47,0.67,0.67
ENST00000508623,0.95,0.41,0.16
ENST00000508994,0,0,0
ENST00000502283,0,0,0
ENST00000542278,0.26,0.36,0.58
ENST00000264363,2.11,5.95,0
ENST00000509579,0.37,0.4,0.3
ENST00000398661,0,0,0
ENST00000560654,0.37,0.65,0.46
ENST00000375137,6.36,9.68,4.28
ENST00000283977,0.64,1.96,1.41
ENST00000564095,0,0,0
ENST00000503520,0,0.07,0
ENST00000509248,0.03,0.15,0.11
ENST00000572812,0,0.31,0
ENST00000572810,0.03,0.06,0.03
ENST00000547166,0.09,0,0.01
ENST00000489472,0,0,0
ENST00000352432,4.06,0,2.37
ENST00000509717,0,0,0
ENST00000504199,0,0,0
ENST00000504192,0.41,1.12,0.82
ENST00000528812,0.71,0.69,1.13
ENST00000342228,36.04,12.19,33.77
ENST00000523108,0.4,0,0.73
ENST00000561353,0.06,0,0
ENST00000419245,0.08,0,0.08
ENST00000565910,0.75,1.11,1.41
ENST00000526085,0,0.07,0
ENST00000415005,3.65,1.33,0.47
ENST00000537713,1.87,2.41,2.82
ENST00000422398,0.29,0.41,0.36
ENST00000397353,22.56,16.98,18.13
ENST00000415003,0,0.05,0.02
ENST00000418030,0.32,0,0.15
ENST00000558001,0.55,0.6,0.72
ENST00000369111,10.81,2.21,31.87
ENST00000302188,1.11,1.09,0.76
ENST00000469082,0.07,0,0
ENST00000270142,242.4,205.47,235.96
ENST00000526338,0,0.04,0.12
ENST00000526339,0.87,0.29,1.1
ENST00000422029,0.04,0.35,0.58
ENST00000371708,0,0.12,0
ENST00000526883,0.67,1.09,0.83
ENST00000422020,0.19,0.71,0.44
ENST00000393676,0,0,0.12
ENST00000397532,0.37,0.22,0.13
ENST00000393679,0,0.04,0
ENST00000467517,0,0,0
ENST00000378669,1.1,0.91,0.86
ENST00000378665,4.05,3.27,1.35
ENST00000378667,72.83,38.78,35.83
ENST00000376957,22.19,29.37,40.96
ENST00000250615,0,0.06,0.07
ENST00000548123,0.05,0,0
ENST00000430659,0.08,0.02,0.07
ENST00000428969,0.1,0.13,0.14
ENST00000447778,0,0.31,0.07
ENST00000222254,26.22,43.99,34.97
ENST00000439427,0.8,0.14,0.21
ENST00000550257,0,0.06,0.19
ENST00000510100,0.09,0.05,0.32
ENST00000527688,0.77,1.26,0.73
ENST00000517734,0.01,0.4,0.49
ENST00000517738,0,0.08,0
ENST00000553783,0.08,0.13,0.04
ENST00000443704,0.4,0.11,0.39
ENST00000424398,0,0,0
ENST00000491895,0.5,0.52,0.53
ENST00000424390,0.8,1.65,1.58
ENST00000514643,0.16,0.06,0.05
ENST00000447416,0.27,0.02,0.14
ENST00000447411,0.01,0,0.04
ENST00000491546,0,0,0
ENST00000435934,0.88,3.72,1.16
ENST00000395680,1.12,0.15,0.44
ENST00000395681,1.37,0.98,0
ENST00000414845,0,0,0
ENST00000470455,0,0.74,0.07
ENST00000598411,0,0,0.21
ENST00000517597,5.73,1.54,5.36
ENST00000517590,0,0,0
ENST00000325278,0.24,0,0.37
ENST00000370079,0,0,0
ENST00000580356,0.01,0.02,0.04
ENST00000401985,0,0,0
ENST00000555559,0,0.15,0
ENST00000401980,0.28,0.29,0.38
ENST00000543909,0,0,0
ENST00000556091,0,0,0
ENST00000582260,0,0,0
ENST00000556095,0.32,0.1,0.15
ENST00000075120,4.33,3.56,5.21
ENST00000552789,0,0,0
ENST00000375731,5.04,3.71,2.7
ENST00000215375,25.52,22.84,33.55
ENST00000460567,0,0.04,0.05
ENST00000504944,0,0.12,0.05
ENST00000262502,0.02,0.06,0.05
ENST00000336308,26.07,20.99,22.91
ENST00000382494,3.21,2.84,1.36
ENST00000382491,4.61,4.86,5.07
ENST00000382499,1.04,1.45,0.89
ENST00000336307,1.19,1.96,0.82
ENST00000497008,0,0,0
ENST00000269298,53.25,39.21,33.21
ENST00000331659,0.02,0.02,0
ENST00000053469,0.03,0,0
ENST00000411934,0,0,0.06
ENST00000575068,0,0.22,0
ENST00000575069,39.77,44.15,52.77
ENST00000506297,0,0,0
ENST00000457377,0.13,0.71,0.01
ENST00000309536,0,0.01,0.04
ENST00000567032,0,0,0
ENST00000598088,3.24,3.91,4.31
ENST00000535484,0,0.04,0.04
ENST00000196061,24.37,11.25,31.9
ENST00000272542,5.84,8.47,10.49
ENST00000525764,0,0,0
ENST00000504671,0,0,0
ENST00000525761,0,0,0.14
ENST00000525762,0,0,0
ENST00000581006,0.17,0,1.01
ENST00000554204,2.33,3.1,2.65
ENST00000553522,0.15,0.16,0.2
ENST00000549305,0,0,0.03
ENST00000559837,0.13,0.18,0.08
ENST00000559836,1.69,0,0
ENST00000554806,0.09,0.12,0
ENST00000559523,0,0,0
ENST00000430886,0.11,0.17,0.28
ENST00000243052,1.5,2.31,1.05
ENST00000394223,0,0.12,0.55
ENST00000518906,0,0,0
ENST00000302102,22.63,35.85,19.33
ENST00000468915,0.23,0.28,0.25
ENST00000225573,18.72,16.57,18.73
ENST00000394228,0.18,0.13,0.38
ENST00000558084,0.06,0.26,0.65
ENST00000534537,0,0,0
ENST00000539815,0,0.14,0.07
ENST00000539814,0,0.66,0
ENST00000361915,0.9,1.94,1.41
ENST00000261858,3.73,2.61,2.79
ENST00000419036,0.37,0.77,1.44
ENST00000487210,0.06,0.37,0.37
ENST00000532972,49.31,48.34,51.46
ENST00000409188,0.13,0.27,0.02
ENST00000545979,0.11,0.12,0.05
ENST00000568655,0,0,0
ENST00000587183,0.03,0.18,0.35
ENST00000391764,0.26,0,0.68
ENST00000391763,18,7.63,17.7
ENST00000391762,22.62,7.82,23.71
ENST00000456297,0,0,0.05
ENST00000538851,0.11,0.14,0.15
ENST00000566540,0,0,0.09
ENST00000343225,1.49,0.74,0.25
ENST00000259486,1.03,0.12,0.19
ENST00000412582,1.21,0.26,0.41
ENST00000405847,0.08,0,0.28
ENST00000392989,0,0,0
ENST00000428897,0,0,0
ENST00000571376,0,0,0
ENST00000441034,0,0,0
ENST00000467648,0.8,0.34,2.11
ENST00000328862,0,0,0.18
ENST00000441030,0.04,0.13,1.53
ENST00000605617,0.17,0.05,0.03
ENST00000217455,17,8.39,13.75
ENST00000544716,0.02,0,0
ENST00000608052,0.4,1.27,0.19
ENST00000608053,0.08,0,0
ENST00000523358,0,0,0
ENST00000556955,0,0,0
ENST00000411591,0.59,0.35,0.8
